disbursed_amount,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Employment.Type,DisbursalDate,State_ID,Aadhar_flag,VoterID_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
67822.0,85.0,138.0,14178.0,86.0,3342.0,Self employed,19-10-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51578.0,87.23,250.0,22978.0,45.0,1543.0,Self employed,20-09-18,6.0,1.0,0.0,758.0,C-Very Low Risk,3.0,1.0,0.0,37927.0,48380.0,48380.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0
55259.0,89.83,67.0,16565.0,45.0,1445.0,Salaried,20-08-18,6.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70817.0,66.35,251.0,22995.0,48.0,6867.0,Self employed,29-10-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39804.0,58.73,138.0,14178.0,86.0,3329.0,Salaried,04-09-18,9.0,0.0,0.0,16.0,Not Scored: No Activity seen on the customer (Inactive),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41794.0,62.35,120.0,22936.0,86.0,6907.0,Self employed,30-10-18,12.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58213.0,84.9,5.0,14347.0,86.0,3328.0,Self employed,29-09-18,9.0,1.0,1.0,451.0,K-High Risk,6.0,5.0,2.0,29936.0,89982.0,89982.0,0.0,0.0,2.0,2.0,8.0,13.0,0.0,0.0
70869.0,87.93,13.0,14614.0,86.0,4611.0,Salaried,16-10-18,8.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58325.0,83.58,36.0,22963.0,45.0,6618.0,Self employed,14-09-18,13.0,0.0,1.0,701.0,E-Low Risk,3.0,2.0,0.0,213627.0,363153.0,363153.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,0.0
47349.0,48.71,42.0,23199.0,86.0,5346.0,Self employed,14-09-18,3.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29484.0,63.93,69.0,18704.0,48.0,4122.0,Self employed,22-08-18,8.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39344.0,61.4,13.0,14241.0,45.0,4607.0,Salaried,25-10-18,8.0,1.0,0.0,682.0,E-Low Risk,20.0,5.0,1.0,141332.0,250223.0,251318.0,0.0,0.0,0.0,0.0,27.0,90.0,1.0,0.0
95990.0,71.43,77.0,24287.0,49.0,2162.0,Salaried,16-08-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48749.0,76.82,160.0,22786.0,86.0,92.0,Salaried,25-09-18,16.0,1.0,0.0,300.0,M-Very High Risk,12.0,7.0,11.0,962328.0,971154.0,971154.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0
37595.0,43.94,8.0,16322.0,48.0,5318.0,Self employed,11-08-18,3.0,0.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54513.0,81.65,251.0,22994.0,45.0,6887.0,Self employed,30-09-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66529.0,73.92,18.0,23483.0,51.0,2692.0,Salaried,22-10-18,4.0,0.0,0.0,700.0,E-Low Risk,4.0,2.0,2.0,1723690.0,1740000.0,1732487.0,0.0,0.0,1.0,2.0,16.0,52.0,0.0,0.0
52978.0,78.05,19.0,15511.0,51.0,1838.0,Salaried,31-08-18,4.0,1.0,0.0,726.0,D-Very Low Risk,7.0,1.0,0.0,19008.0,30000.0,30000.0,0.0,0.0,1.0,0.0,9.0,25.0,3.0,0.0
60453.0,81.92,78.0,20343.0,120.0,2070.0,Salaried,22-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61513.0,84.91,136.0,20490.0,45.0,3718.0,Salaried,30-09-18,8.0,1.0,0.0,832.0,A-Very Low Risk,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
58259.0,85.76,67.0,22350.0,86.0,1446.0,Salaried,22-10-18,6.0,1.0,0.0,708.0,D-Very Low Risk,4.0,2.0,0.0,7870.0,17360.0,17360.0,0.0,0.0,2.0,0.0,4.0,6.0,2.0,0.0
53003.0,89.88,67.0,18532.0,45.0,1449.0,Salaried,21-10-18,6.0,1.0,0.0,707.0,D-Very Low Risk,4.0,1.0,0.0,5307.0,7961.0,7961.0,0.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0
53913.0,79.93,19.0,21264.0,86.0,1854.0,Self employed,14-09-18,4.0,1.0,0.0,616.0,H-Medium Risk,3.0,2.0,1.0,50016.0,50016.0,50016.0,0.0,0.0,1.0,0.0,23.0,65.0,0.0,0.0
56259.0,84.42,14.0,24638.0,86.0,828.0,Self employed,08-10-18,15.0,1.0,0.0,16.0,Not Scored: No Activity seen on the customer (Inactive),1.0,1.0,0.0,0.0,18500.0,18500.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0
42874.0,74.18,78.0,17014.0,45.0,2063.0,Self employed,31-08-18,4.0,1.0,0.0,303.0,L-Very High Risk,1.0,1.0,1.0,63589.0,60000.0,60000.0,0.0,0.0,0.0,1.0,25.0,25.0,0.0,0.0
73059.0,69.38,152.0,15460.0,86.0,5203.0,Self employed,29-10-18,3.0,1.0,0.0,763.0,B-Very Low Risk,26.0,1.0,0.0,1300.0,15600.0,15600.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0
50703.0,73.22,63.0,17066.0,86.0,7094.0,Salaried,21-09-18,10.0,1.0,0.0,763.0,B-Very Low Risk,1.0,1.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0
26484.0,46.3,72.0,16680.0,45.0,487.0,Salaried,01-08-18,11.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55359.0,89.92,135.0,20878.0,86.0,1794.0,Salaried,08-08-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63100.0,79.86,146.0,18473.0,86.0,2943.0,Salaried,26-10-18,17.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68309.0,44.2,16.0,23012.0,67.0,2940.0,Self employed,03-08-18,17.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61633.0,79.48,5.0,14145.0,86.0,3335.0,Self employed,01-08-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38939.0,58.26,2.0,17383.0,86.0,2385.0,Salaried,07-08-18,4.0,1.0,0.0,599.0,I-Medium Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
53078.0,70.95,103.0,24415.0,49.0,7028.0,Self employed,15-10-18,7.0,1.0,0.0,738.0,C-Very Low Risk,2.0,2.0,0.0,9975.0,34800.0,34800.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0
74123.0,74.59,159.0,24132.0,49.0,7215.0,Self employed,25-10-18,7.0,0.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59147.0,74.91,36.0,20647.0,145.0,6533.0,Salaried,28-08-18,13.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61647.0,81.02,61.0,22778.0,86.0,1316.0,Self employed,13-10-18,6.0,1.0,0.0,709.0,D-Very Low Risk,7.0,2.0,0.0,37382.0,100945.0,100945.0,0.0,0.0,0.0,0.0,14.0,35.0,0.0,0.0
56200.0,83.08,10.0,16292.0,45.0,5664.0,Self employed,31-08-18,3.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28759.0,48.34,79.0,18169.0,86.0,766.0,Self employed,14-08-18,18.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44349.0,75.66,257.0,23747.0,45.0,941.0,Self employed,20-09-18,6.0,1.0,0.0,825.0,A-Very Low Risk,6.0,1.0,0.0,34434.0,40000.0,40000.0,0.0,0.0,1.0,0.0,16.0,24.0,3.0,0.0
54592.0,84.99,3.0,18180.0,86.0,88.0,Self employed,29-09-18,1.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54019.0,89.09,162.0,18077.0,86.0,1828.0,Salaried,20-08-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37639.0,58.26,251.0,22973.0,45.0,6898.0,Self employed,03-09-18,13.0,0.0,1.0,825.0,A-Very Low Risk,6.0,2.0,0.0,15952.0,59398.0,59398.0,0.0,0.0,0.0,0.0,24.0,91.0,0.0,0.0
50203.0,83.17,34.0,22637.0,86.0,1050.0,Self employed,27-10-18,6.0,1.0,0.0,763.0,B-Very Low Risk,2.0,2.0,0.0,289324.0,339334.0,339334.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0,0.0
49145.0,71.79,29.0,24088.0,120.0,5929.0,Self employed,27-10-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50601.0,69.13,36.0,24139.0,45.0,6698.0,Salaried,17-10-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54913.0,79.24,36.0,23978.0,86.0,6692.0,Self employed,21-09-18,13.0,0.0,1.0,18.0,Not Scored: No Updates available in last 36 months,7.0,1.0,0.0,79080.0,100000.0,100000.0,0.0,0.0,1.0,0.0,11.0,18.0,0.0,0.0
57259.0,83.7,251.0,22971.0,45.0,6884.0,Self employed,18-09-18,13.0,0.0,1.0,409.0,K-High Risk,1.0,1.0,1.0,6142.0,22500.0,22500.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,0.0
72217.0,72.94,152.0,18578.0,51.0,6047.0,Self employed,31-10-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48803.0,80.16,3.0,18125.0,45.0,43.0,Salaried,31-08-18,1.0,1.0,1.0,763.0,B-Very Low Risk,2.0,1.0,0.0,1375.0,8255.0,8255.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0
127103.0,69.79,138.0,23104.0,67.0,3353.0,Self employed,09-08-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80186.0,74.73,10.0,23555.0,51.0,5710.0,Self employed,20-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48349.0,76.92,147.0,19528.0,86.0,2824.0,Salaried,16-08-18,2.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48349.0,75.9,34.0,15118.0,45.0,1047.0,Salaried,30-10-18,6.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56259.0,78.9,16.0,23940.0,51.0,2943.0,Self employed,17-08-18,17.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61347.0,84.86,18.0,14115.0,86.0,2702.0,Self employed,25-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55259.0,54.15,42.0,24163.0,51.0,5341.0,Self employed,17-10-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56259.0,71.45,2.0,22070.0,86.0,2377.0,Salaried,23-10-18,4.0,1.0,0.0,488.0,K-High Risk,11.0,3.0,0.0,202619.0,453500.0,453500.0,0.0,0.0,0.0,0.0,19.0,72.0,0.0,0.0
52803.0,80.16,67.0,16694.0,86.0,1514.0,Self employed,31-08-18,6.0,1.0,0.0,472.0,K-High Risk,13.0,7.0,3.0,1516469.0,2998834.0,2998834.0,0.0,0.0,2.0,2.0,19.0,78.0,0.0,0.0
47597.0,70.28,20.0,22785.0,120.0,6249.0,Self employed,08-08-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46145.0,73.97,130.0,15218.0,86.0,1011.0,Self employed,27-09-18,6.0,1.0,0.0,738.0,C-Very Low Risk,2.0,2.0,0.0,19917.0,31869.0,31869.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
52303.0,89.7,79.0,21556.0,45.0,768.0,Self employed,28-08-18,18.0,1.0,0.0,737.0,C-Very Low Risk,2.0,2.0,0.0,118397.0,135090.0,135090.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
51803.0,78.83,138.0,17175.0,45.0,3437.0,Self employed,10-09-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52803.0,89.7,34.0,20520.0,45.0,984.0,Self employed,06-08-18,6.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
54213.0,85.16,67.0,21308.0,86.0,1509.0,Salaried,07-08-18,6.0,1.0,0.0,737.0,C-Very Low Risk,4.0,2.0,0.0,543140.0,760950.0,760950.0,2409.0,2409.0,2.0,0.0,6.0,11.0,1.0,0.0
62713.0,84.99,162.0,15805.0,86.0,1912.0,Self employed,13-10-18,4.0,1.0,0.0,825.0,A-Very Low Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
63213.0,89.69,100.0,18731.0,86.0,652.0,Self employed,22-10-18,15.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56213.0,89.9,249.0,21479.0,45.0,2213.0,Salaried,17-09-18,4.0,1.0,0.0,696.0,E-Low Risk,5.0,1.0,1.0,158105.0,180000.0,180000.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0
50303.0,76.04,103.0,23137.0,86.0,7199.0,Self employed,28-08-18,7.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75058.0,80.0,85.0,17139.0,86.0,1966.0,Self employed,22-10-18,4.0,1.0,0.0,300.0,M-Very High Risk,10.0,4.0,1.0,634286.0,1097730.0,1097730.0,0.0,0.0,0.0,0.0,19.0,59.0,2.0,0.0
49078.0,59.79,2.0,24385.0,86.0,1728.0,Salaried,16-08-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59214.0,89.21,63.0,18050.0,86.0,7098.0,Salaried,09-10-18,10.0,1.0,0.0,825.0,A-Very Low Risk,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0
46379.0,74.32,9.0,23536.0,51.0,5410.0,Self employed,24-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37939.0,75.99,63.0,16388.0,51.0,7111.0,Self employed,31-10-18,10.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56259.0,88.0,146.0,18473.0,86.0,2984.0,Salaried,18-08-18,14.0,1.0,0.0,15.0,Not Scored: Sufficient History Not Available,1.0,1.0,0.0,19987.0,20000.0,19987.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
39394.0,79.9,152.0,17981.0,51.0,4958.0,Self employed,30-09-18,3.0,1.0,0.0,726.0,D-Very Low Risk,5.0,1.0,0.0,19351.0,32900.0,32900.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0
63447.0,77.94,16.0,15694.0,86.0,2976.0,Salaried,22-10-18,14.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76379.0,46.0,29.0,18605.0,67.0,5343.0,Self employed,15-10-18,3.0,0.0,1.0,825.0,A-Very Low Risk,9.0,1.0,0.0,110740.0,150000.0,150000.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,0.0
55459.0,79.67,5.0,14145.0,86.0,3323.0,Self employed,12-10-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44349.0,72.93,48.0,21215.0,86.0,6430.0,Salaried,30-08-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50951.0,79.99,67.0,16565.0,45.0,1513.0,Self employed,25-09-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116339.0,69.86,34.0,23610.0,67.0,983.0,Salaried,15-10-18,6.0,1.0,0.0,699.0,E-Low Risk,4.0,1.0,0.0,0.0,49000.0,49000.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0
61947.0,85.64,2.0,17383.0,86.0,1660.0,Salaried,26-10-18,4.0,1.0,0.0,680.0,F-Low Risk,9.0,2.0,0.0,50486.0,63690.0,63690.0,0.0,0.0,1.0,0.0,10.0,25.0,1.0,0.0
72817.0,74.15,152.0,15410.0,49.0,6032.0,Salaried,28-10-18,3.0,1.0,0.0,468.0,K-High Risk,5.0,2.0,1.0,11683.0,64940.0,64940.0,0.0,0.0,0.0,0.0,17.0,33.0,0.0,0.0
40394.0,69.92,79.0,23373.0,45.0,731.0,Self employed,14-08-18,18.0,1.0,0.0,737.0,C-Very Low Risk,1.0,1.0,0.0,31875.0,40000.0,40000.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
57959.0,73.05,138.0,14108.0,51.0,3366.0,Salaried,28-09-18,9.0,1.0,0.0,698.0,E-Low Risk,31.0,6.0,1.0,3114830.0,1848990.0,1848990.0,0.0,0.0,3.0,0.0,19.0,101.0,0.0,0.0
42194.0,61.01,61.0,18207.0,86.0,1314.0,Salaried,30-10-18,6.0,1.0,0.0,680.0,F-Low Risk,4.0,4.0,0.0,10328.0,42988.0,42988.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0
55135.0,83.72,147.0,17223.0,86.0,2790.0,Self employed,28-10-18,2.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102253.0,57.33,19.0,23016.0,67.0,1862.0,Salaried,20-09-18,4.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57059.0,81.75,5.0,14147.0,86.0,3305.0,Salaried,23-10-18,9.0,0.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60113.0,89.07,34.0,15217.0,86.0,1049.0,Self employed,21-10-18,6.0,1.0,0.0,737.0,C-Very Low Risk,3.0,1.0,0.0,4725.0,6971.0,6971.0,0.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0
57013.0,84.12,147.0,23711.0,86.0,2800.0,Salaried,22-10-18,2.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38439.0,56.28,17.0,15678.0,45.0,3240.0,Self employed,09-08-18,17.0,1.0,0.0,589.0,I-Medium Risk,12.0,3.0,1.0,242179.0,800000.0,800000.0,0.0,0.0,0.0,0.0,47.0,164.0,0.0,0.0
62947.0,89.89,2.0,22684.0,86.0,1713.0,Self employed,11-08-18,4.0,1.0,0.0,696.0,E-Low Risk,12.0,3.0,2.0,826411.0,927475.0,927475.0,0.0,0.0,0.0,0.0,21.0,97.0,0.0,0.0
38275.0,55.93,11.0,21475.0,45.0,5939.0,Salaried,31-10-18,3.0,1.0,0.0,700.0,E-Low Risk,8.0,3.0,0.0,196947.0,217921.0,217921.0,0.0,0.0,2.0,0.0,9.0,17.0,0.0,0.0
40994.0,68.49,15.0,14710.0,86.0,299.0,Self employed,31-08-18,11.0,1.0,0.0,657.0,F-Low Risk,4.0,3.0,0.0,6227102.0,6450700.0,6450700.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0
35939.0,48.39,7.0,21758.0,45.0,5816.0,Self employed,11-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56700.0,84.59,147.0,23711.0,86.0,2795.0,Salaried,25-08-18,2.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39894.0,56.81,2.0,14834.0,86.0,1713.0,Self employed,09-08-18,4.0,1.0,0.0,576.0,I-Medium Risk,2.0,2.0,1.0,726613.0,860071.0,863632.0,0.0,0.0,1.0,1.0,13.0,24.0,0.0,0.0
49349.0,72.67,68.0,16721.0,45.0,863.0,Salaried,20-10-18,6.0,1.0,0.0,15.0,Not Scored: Sufficient History Not Available,1.0,1.0,0.0,11346.0,11346.0,11346.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
64630.0,74.82,36.0,24044.0,120.0,6719.0,Self employed,07-09-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42494.0,69.92,62.0,15889.0,86.0,381.0,Self employed,31-08-18,11.0,1.0,0.0,699.0,E-Low Risk,15.0,9.0,0.0,130312.0,533022.0,533022.0,0.0,0.0,2.0,0.0,14.0,51.0,0.0,0.0
62717.0,74.47,36.0,23821.0,120.0,6559.0,Self employed,11-09-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49349.0,84.93,160.0,18696.0,45.0,95.0,Self employed,24-10-18,16.0,1.0,0.0,749.0,C-Very Low Risk,4.0,1.0,0.0,0.0,1213.0,1213.0,0.0,0.0,0.0,0.0,23.0,57.0,1.0,0.0
57013.0,68.17,48.0,15905.0,86.0,6267.0,Salaried,29-10-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47849.0,72.81,84.0,17560.0,86.0,2927.0,Self employed,11-10-18,21.0,1.0,0.0,713.0,D-Very Low Risk,5.0,2.0,0.0,5375853.0,5382814.0,5382814.0,0.0,0.0,1.0,0.0,8.0,28.0,0.0,0.0
49009.0,55.61,85.0,20858.0,86.0,1995.0,Salaried,30-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62213.0,83.68,146.0,16445.0,86.0,3023.0,Self employed,28-10-18,17.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42969.0,78.3,3.0,16092.0,51.0,30.0,Salaried,22-08-18,1.0,1.0,0.0,430.0,K-High Risk,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0
53303.0,74.68,13.0,20716.0,86.0,4532.0,Salaried,28-08-18,8.0,1.0,0.0,680.0,F-Low Risk,8.0,1.0,0.0,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0
59648.0,85.0,2.0,22684.0,45.0,1680.0,Self employed,21-09-18,4.0,1.0,0.0,300.0,M-Very High Risk,6.0,2.0,1.0,2344571.0,2706761.0,2706761.0,0.0,0.0,0.0,1.0,73.0,162.0,1.0,0.0
51603.0,88.58,259.0,24073.0,86.0,248.0,Self employed,31-08-18,16.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
